,Address.AddressLine1,Address.AddressLine2,Address.City,Address.County,Address.FormattedAddress,Address.PostalCode,Address.Subdivision,ID,Name,Store.StoreDistrictID,Store.StoreGroupID,Store.StoreRegionID,Store.AnnualSales,Store.OperatingExpenses,Store.CostOfGoodsSold,AllCapability,Latitude,Longitude
1387,2800 N Sutton Rd,,HoffMan Estates,Cook,"2800 N Sutton Rd, HoffMan Estates, IL 60192-3717",60192-3717,IL,2122,Hoffman Estates,122,192,100,7311255,1942390,2464646,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Starbucks', 'Wine, Beer, & Spirits Available']",42.08,-88.18
1388,3020 Route 34,,Oswego,Kendall,"3020 Route 34, Oswego, IL 60543-8333",60543-8333,IL,1402,Oswego,115,192,100,5293712,1371365,3584494,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Wine, Beer, & Spirits Available']",41.69,-88.25
1389,4798 S Moorland Rd,,New Berlin,Waukesha,"4798 S Moorland Rd, New Berlin, WI 53151-7486",53151-7486,WI,1311,New Berlin,110,196,100,7179095,1344173,3066752,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",42.97,-88.1
1390,3445 Freedom Dr,,Springfield,Sangamon,"3445 Freedom Dr, Springfield, IL 62704-6517",62704-6517,IL,670,Springfield,147,194,100,7868826,1402625,2384003,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",39.77,-89.69
1391,301 Veterans Pkwy,,Normal,Mclean,"301 Veterans Pkwy, Normal, IL 61761-2115",61761-2115,IL,137,Bloomington Normal,147,194,100,5179847,1495126,2460397,"['Accepts WIC', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Wine, Beer, & Spirits Available']",40.5,-88.9
1392,355 W Mound Rd,,Decatur,Macon,"355 W Mound Rd, Decatur, IL 62526-1965",62526-1965,IL,1951,Decatur,147,194,100,8050848,1840025,3445323,"['CVS pharmacy', 'Cafe-Pizza', 'Mobile Kiosk', 'Starbucks']",39.9,-89.0
1393,1111 Brook Forest Ave,,Shorewood,Will,"1111 Brook Forest Ave, Shorewood, IL 60404-8845",60404-8845,IL,1881,Shorewood,121,192,100,5439477,1221432,3577738,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.51,-88.22
1394,2102 N Prospect Ave,,Champaign,Champaign,"2102 N Prospect Ave, Champaign, IL 61822-1231",61822-1231,IL,943,Champaign,147,194,100,6188082,1559034,2140076,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Optical']",40.1,-88.3
1395,12800 S State Route 59,,Plainfield,Will,"12800 S State Route 59, Plainfield, IL 60585-5414",60585-5414,IL,1403,Plainfield,115,192,100,6646588,1814426,3473605,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk']",41.67,-88.22
1396,2701 Plainfield Rd,,Joliet,Will,"2701 Plainfield Rd, Joliet, IL 60435-1166",60435-1166,IL,894,Joliet,121,192,100,7648543,1933127,2636080,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Wine & Beer Available']",41.56,-88.12
1397,1951 W Jefferson Ave,,Naperville,Dupage,"1951 W Jefferson Ave, Naperville, IL 60540-3914",60540-3914,IL,840,Naperville,115,192,100,5007788,2182434,2427012,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",41.77,-88.14
1398,28201 Diehl Rd,,Warrenville,Dupage,"28201 Diehl Rd, Warrenville, IL 60555-3934",60555-3934,IL,1903,Warrenville,115,192,100,6584532,1528681,2985036,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",41.82,-88.18
1399,1188 W Boughton Rd,,Bolingbrook,Will,"1188 W Boughton Rd, Bolingbrook, IL 60440-1508",60440-1508,IL,867,Bolingbrook,115,192,100,8490717,1430792,2022414,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",41.7,-88.08
1400,601 S County Farm Rd,,Wheaton,Dupage,"601 S County Farm Rd, Wheaton, IL 60187-4529",60187-4529,IL,838,Wheaton,115,192,100,7655416,1466850,2909862,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.87,-88.11
1401,1001 Sutton Rd,,Streamwood,Cook,"1001 Sutton Rd, Streamwood, IL 60107-2332",60107-2332,IL,1950,Streamwood,122,192,100,7557408,2099452,3222598,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",42.02,-88.18
1402,2621 W Schaumburg Rd,,Schaumburg,Cook,"2621 W Schaumburg Rd, Schaumburg, IL 60194-3894",60194-3894,IL,835,West Schaumburg,122,192,100,6358452,2169172,2786240,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",42.04,-88.1
1403,13460 S Archer Ave,,Lemont,Cook,"13460 S Archer Ave, Lemont, IL 60439-4755",60439-4755,IL,1213,Lemont,121,192,100,8653994,1985050,3385901,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.68,-87.97
1404,2333 63rd St,,Woodridge,Dupage,"2333 63rd St, Woodridge, IL 60517-1300",60517-1300,IL,866,Woodridge,121,192,100,8315638,2441096,2012051,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.73,-88.04
1405,175 W Army Trail Rd,,Glendale Heights,Dupage,"175 W Army Trail Rd, Glendale Heights, IL 60139-1971",60139-1971,IL,836,Glendale Heights,122,192,100,5039577,1381744,2033431,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",41.92,-88.08
1406,2370 E Lincoln Hwy,,New Lenox,Will,"2370 E Lincoln Hwy, New Lenox, IL 60451-9533",60451-9533,IL,2028,New Lenox,145,192,100,5158049,2305842,2739719,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.51,-87.96
1407,60 Yorktown Shopping Ctr,,Lombard,Dupage,"60 Yorktown Shopping Ctr, Lombard, IL 60148-5529",60148-5529,IL,1024,Lombard,115,192,100,6164022,1746525,2594899,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.88,-88.02
1408,1615 N State Route 50,,Bourbonnais,Kankakee,"1615 N State Route 50, Bourbonnais, IL 60914-9303",60914-9303,IL,895,Bradley,147,194,100,6887137,1292570,3997876,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.2,-87.9
1409,7601 Kingery Hwy,,Willowbrook,Dupage,"7601 Kingery Hwy, Willowbrook, IL 60527-5538",60527-5538,IL,1882,Willowbrook,121,192,100,5762497,1518236,3787895,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.74,-87.95
1410,1235 E Higgins Rd,,Schaumburg,Cook,"1235 E Higgins Rd, Schaumburg, IL 60173-4939",60173-4939,IL,880,Woodfield,122,192,100,5572224,2476587,2971930,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",42.04,-88.05
1411,50 E North Ave,,Villa Park,Dupage,"50 E North Ave, Villa Park, IL 60181-1244",60181-1244,IL,957,Villa Park,115,192,100,5869740,1835345,3538370,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.88,-87.98
1412,555 S Rand Rd,,Lake Zurich,Lake,"555 S Rand Rd, Lake Zurich, IL 60047-2356",60047-2356,IL,1036,Lake Zurich,150,196,100,8509883,1409762,3017075,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",42.21,-88.04
1413,401 W Irving Park Rd,,Wood Dale,Dupage,"401 W Irving Park Rd, Wood Dale, IL 60191-1338",60191-1338,IL,893,Wood Dale,122,192,100,7054742,1924338,3413707,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.97,-87.98
1414,15850 S 94th Ave,,Orland Park,Cook,"15850 S 94th Ave, Orland Park, IL 60462-4725",60462-4725,IL,842,Orland Park,121,192,100,8759468,1135111,2038153,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.62,-87.84
1415,679 E Dundee Rd,,Palatine,Cook,"679 E Dundee Rd, Palatine, IL 60074-2817",60074-2817,IL,753,Palatine,112,192,100,8093343,1474179,2382246,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",42.13,-88.04
1416,7300 191st St,,Tinley Park,Will,"7300 191st St, Tinley Park, IL 60487-9361",60487-9361,IL,2035,Tinley Park,145,192,100,6024001,2343442,3526379,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",41.57,-87.83
1417,9250 Joliet Rd,,Hodgkins,Cook,"9250 Joliet Rd, Hodgkins, IL 60525-4162",60525-4162,IL,843,Hodgkins,121,192,100,6364354,2036304,3777532,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.78,-87.85
1418,130 S Mannheim Rd,,Hillside,Cook,"130 S Mannheim Rd, Hillside, IL 60162-1821",60162-1821,IL,2490,Hillside,121,192,100,6053560,2234448,2907115,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",41.86,-87.9
1419,1700 E Rand Rd,,Arlington Heights,Cook,"1700 E Rand Rd, Arlington Heights, IL 60004-4379",60004-4379,IL,1176,Arlington Heights,112,192,100,5609720,1381095,3089117,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",42.11,-87.98
1420,800 Broadview Village Sq,,Broadview,Cook,"800 Broadview Village Sq, Broadview, IL 60155-4887",60155-4887,IL,2081,Broadview,121,192,100,7298091,1186518,2379934,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",41.86,-87.86
1421,3100 W IL Route 60,,Mundelein,Lake,"3100 W IL Route 60, Mundelein, IL 60060-4267",60060-4267,IL,1912,Mundelein,112,192,100,7240125,2461961,3635867,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",42.27,-88.04
1422,7000 Mannheim Rd,,Rosemont,Cook,"7000 Mannheim Rd, Rosemont, IL 60018-3621",60018-3621,IL,1342,Rosemont,141,192,100,6108619,2487452,2706125,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",42.0,-87.9
1423,850 W North Ave,,Melrose Park,Cook,"850 W North Ave, Melrose Park, IL 60160-1611",60160-1611,IL,837,Melrose Park,141,192,100,8823579,2347062,3425872,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']",41.9,-87.86
1424,1400 W Lake Cook Rd,,Wheeling,Lake,"1400 W Lake Cook Rd, Wheeling, IL 60090-2239",60090-2239,IL,1385,Wheeling,112,192,100,8671388,1803195,3023474,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",42.13,-87.92
1425,5071 Cal Sag Rd,,Crestwood,Cook,"5071 Cal Sag Rd, Crestwood, IL 60445-1458",60445-1458,IL,868,Crestwood,145,192,100,5853925,2133758,2228301,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']",41.63,-87.74
1426,1129 Lake Street,,Oak Park,Cook,"1129 Lake Street, Oak Park, IL 60301-1001",60301-1001,IL,3270,OakPark,141,192,100,5712807,1976691,2282709,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.889,-87.798
1427,313 E Townline Rd,,Vernon Hills,Lake,"313 E Townline Rd, Vernon Hills, IL 60061-1555",60061-1555,IL,833,Vernon Hills,112,192,100,7499743,1128065,3213043,"['Accepts WIC', 'Bakery', 'Beauty Concierge', 'CVS pharmacy', 'Deli', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",42.24,-87.96
1428,7100 S Cicero Ave,,Chicago,Cook,"7100 S Cicero Ave, Chicago, IL 60629-5813",60629-5813,IL,841,Bedford Park,145,192,100,6515703,1361330,2766811,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']",41.78,-87.7
1429,4050 N Harlem Ave,,Norridge,Cook,"4050 N Harlem Ave, Norridge, IL 60706-1202",60706-1202,IL,1888,Norridge,141,192,100,6983798,1044812,2319863,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",41.97,-87.82
1430,4120 W 95th St,,Oak Lawn,Cook,"4120 W 95th St, Oak Lawn, IL 60453-2675",60453-2675,IL,2087,Oak Lawn,145,192,100,6257709,1851965,2830871,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",41.71,-87.76
1431,6525 W Diversey Ave,,Chicago,Cook,"6525 W Diversey Ave, Chicago, IL 60707-2312",60707-2312,IL,1924,Chicago Brickyard,141,192,100,7718980,1815989,2226924,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.92,-87.81
1432,239 Golf Mill Ctr,,Niles,Cook,"239 Golf Mill Ctr, Niles, IL 60714-1237",60714-1237,IL,1125,Golf Mills,112,192,100,7730600,1250637,2179824,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']",42.03,-87.81
1433,2901 S Cicero Ave,,Cicero,Cook,"2901 S Cicero Ave, Cicero, IL 60804-3637",60804-3637,IL,732,Cicero,121,192,100,5406399,1619573,2895620,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",41.84,-87.76
1434,4433 S Pulaski Rd,,Chicago,Cook,"4433 S Pulaski Rd, Chicago, IL 60632-4010",60632-4010,IL,1879,Chicago South Pulaski,145,192,100,8060223,2228984,2848244,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",41.82,-87.69
1435,6150 W Touhy Ave,,Niles,Cook,"6150 W Touhy Ave, Niles, IL 60714-4621",60714-4621,IL,928,Niles,141,192,100,8896595,1518257,2821192,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",42.03,-87.81
1436,6601 Grand Ave,,Gurnee,Lake,"6601 Grand Ave, Gurnee, IL 60031-4591",60031-4591,IL,865,Gurnee,150,196,100,6508821,2113674,2641625,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",42.38,-87.94
1437,11840 S Marshfield Ave,,Chicago,Cook,"11840 S Marshfield Ave, Chicago, IL 60643-4902",60643-4902,IL,2344,CHI Morgan Park,145,192,100,5030078,2463513,2131348,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.7,-87.66
1438,17605 S Halsted St,,Homewood,Cook,"17605 S Halsted St, Homewood, IL 60430-2007",60430-2007,IL,1460,Homewood,145,192,100,8615516,1155446,2939303,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Wine, Beer, & Spirits Available']",41.56,-87.66
1439,2241 Willow Rd,,Glenview,Cook,"2241 Willow Rd, Glenview, IL 60025-7636",60025-7636,IL,1167,Glenview,112,192,100,5895260,1441121,3613755,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",42.08,-87.82
1440,975 Rockland Rd,,Lake Bluff,Lake,"975 Rockland Rd, Lake Bluff, IL 60044-1778",60044-1778,IL,2860,Lake Bluff,112,192,100,6763765,2217326,2167212,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",42.29,-87.87
1441,2099 Skokie Valley Rd,,Highland Park,Lake,"2099 Skokie Valley Rd, Highland Park, IL 60035-1728",60035-1728,IL,1168,Highland Park,112,192,100,8759545,2333563,3168741,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",42.19,-87.81
1442,1940 W 33rd St,,Chicago,Cook,"1940 W 33rd St, Chicago, IL 60608-6107",60608-6107,IL,2078,Chicago McKinley Park,116,192,100,8779371,1552862,3376314,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Sun Boutique', 'Wine, Beer, & Spirits Available']",41.85,-87.68
1443,4955 Dempster St,,Skokie,Cook,"4955 Dempster St, Skokie, IL 60077-1842",60077-1842,IL,3252,Skokie IL,141,192,100,7370012,2208796,2790424,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']",42.04,-87.75
1444,2939 W Addison St,,Chicago,Cook,"2939 W Addison St, Chicago, IL 60618-4635",60618-4635,IL,1437,Chicago Mid North,141,192,100,7801077,2461962,3783623,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.95,-87.7
1445,2656 N Elston Ave,,Chicago,Cook,"2656 N Elston Ave, Chicago, IL 60647-2019",60647-2019,IL,942,Chicago Near North,116,192,100,7181300,1556838,3997532,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.92,-87.7
1446,1101 W Jackson Blvd,,Chicago,Cook,"1101 W Jackson Blvd, Chicago, IL 60607-2905",60607-2905,IL,2781,Chicago West Loop,116,192,100,5383684,2401226,2651504,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.87,-87.65
1447,2209 Howard St,,Evanston,Cook,"2209 Howard St, Evanston, IL 60202-3636",60202-3636,IL,927,Evanston,141,192,100,6535331,2278531,3548014,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",42.03,-87.69
1448,8560 S Cottage Grove Ave,,Chicago,Cook,"8560 S Cottage Grove Ave, Chicago, IL 60619-6116",60619-6116,IL,1488,Chicago South,145,192,100,5450534,2039068,2891338,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk']",41.74,-87.61
1449,3300 N. Ashland Ave,,Chicago,Cook,"3300 N. Ashland Ave, Chicago, IL 60657-2109",60657-2109,IL,3214,Chicago Lakeview Ashland,116,192,100,5666641,1031433,3510320,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.94,-87.66
1450,2112 W Peterson Ave,,Chicago,Cook,"2112 W Peterson Ave, Chicago, IL 60659-4277",60659-4277,IL,2079,Chicago Peterson Ave,141,192,100,7334399,2102216,2054447,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.99,-87.7
1451,1200 N Larrabee St,,Chicago,Cook,"1200 N Larrabee St, Chicago, IL 60610",60610,IL,2613,Chicago Division,116,192,100,6227807,1773249,2370387,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.9,-87.64
1452,1154 S Clark St,,Chicago,Cook,"1154 S Clark St, Chicago, IL 60605-2159",60605-2159,IL,1889,Chicago South Loop,116,192,100,5836202,2080850,2367062,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.87,-87.62
1453,3204 N Clark St,,Chicago,Cook,"3204 N Clark St, Chicago, IL 60657-1602",60657-1602,IL,3208,Chicago Lakeview Belmont Stn,116,192,100,5697888,1540129,3531813,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']",41.94,-87.66
1454,1 S State St,,Chicago,Cook,"1 S State St, Chicago, IL 60603",60603,IL,2799,Chicago State St.,116,192,100,7884698,1963155,3570829,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']",41.88,-87.629
1455,2650 N. Clark St,,Chicago,Cook,"2650 N. Clark St, Chicago, IL 60614-1523",60614-1523,IL,3221,Chicago Lincoln Park North,116,192,100,7822016,2184345,2375738,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.92,-87.65
1456,4466 N Broadway St,,Chicago,Cook,"4466 N Broadway St, Chicago, IL 60640-5660",60640-5660,IL,2373,Chicago Wilson Yard,141,192,100,5136429,1217130,2465266,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.97,-87.66
1457,1346 E 53rd St,,Chicago,Cook,"1346 E 53rd St, Chicago, IL 60615-4002",60615-4002,IL,3219,Chicago Hyde Park IL,145,192,100,7782933,2398610,3327309,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.81,-87.6
1458,1616 Sherman Ave,,Evanston,Cook,"1616 Sherman Ave, Evanston, IL 60201-5621",60201-5621,IL,3283,Evanston Downtown,141,192,100,6884227,2201392,3766280,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']",42.05,-87.68
1459,401 E Illinois St,,Chicago,Cook,"401 E Illinois St, Chicago, IL 60611-4390",60611-4390,IL,3207,Chicago Streeterville,116,192,100,7012338,1223410,3795876,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.91,-87.61
1460,3050 N Lewis Ave,,Waukegan,Lake,"3050 N Lewis Ave, Waukegan, IL 60087-2231",60087-2231,IL,1070,Waukegan,150,196,100,8584927,1983324,3890088,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Starbucks', 'Wine, Beer, & Spirits Available']",42.41,-87.85
1461,8005 Calumet Ave,,Munster,Lake,"8005 Calumet Ave, Munster, IN 46321-1217",46321-1217,IN,1913,Munster,133,195,100,8858925,1628595,2396704,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.55,-87.5
1462,9777 76th St,,Pleasant Prairie,Kenosha,"9777 76th St, Pleasant Prairie, WI 53158-1990",53158-1990,WI,2251,Pleasant Prairie,150,196,100,6302198,2137011,3952437,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",42.53,-87.88
1463,9885 Wicker Ave,,Saint John,Lake,"9885 Wicker Ave, Saint John, IN 46373-9413",46373-9413,IN,2048,St John,133,195,100,6346576,2221161,2957255,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.45,-87.47
